insured_name,cedent_name,country,currency,exposure,total_ceded_by_cedent,ceded_to_reinsurer,retained_by_cedant,policy_inception_date,policy_expiry_date,exclusion_status,exclusion_reason
VIRGIN ATLANTIC,HANNOVER RE,France,EUR,23386045.4,8022597.3,7929472.5,15363448.1,2024-10-06,2026-10-06,excluded,War Risk Exclusion
KOREAN AIR,HANNOVER RE,France,EUR,31652949.6,6030667.4,5759988.5,25622282.1,2024-02-17,2026-02-16,included,
CHINA EASTERN,ZURICH,USA,USD,68113601.7,20946583.3,20523490.9,47167018.4,2024-05-18,2026-05-18,included,
UNITED AIRLINES,ZURICH,USA,USD,40062766.3,7636292.6,7475666.5,32426473.7,2024-12-11,2025-12-11,included,
CHINA EASTERN,SWISS RE,USA,USD,41916118.1,21982982.1,21456482.0,19933136.0,2024-01-23,2026-01-22,included,
SPIRIT AIRLINES,GENERALI,France,EUR,85074947.2,51570600.2,49141631.4,33504347.0,2024-04-13,2026-04-13,included,
FRONTIER AIRLINES,HANNOVER RE,UK,GBP,17047854.6,9251208.7,8908530.0,7796645.9,2024-09-13,2025-09-13,included,
RYANAIR,AXA,UK,GBP,93995499.2,33203562.6,32611443.6,60791936.7,2024-03-10,2026-03-10,included,
JETBLUE AIRWAYS,GENERALI,France,EUR,91351907.8,32624822.5,31290836.6,58727085.3,2024-08-16,2025-08-16,included,
CATHAY PACIFIC,CHUBB,UK,GBP,96885031.0,62903363.9,61045082.7,33981667.2,2024-04-03,2025-04-03,excluded,Cyber Risk Exclusion
SINGAPORE AIRLINES,MUNICH RE,Singapore,SGD,19445368.5,2118377.6,2063196.8,17326990.9,2024-02-27,2025-02-26,included,
BRITISH AIRWAYS,MUNICH RE,Singapore,SGD,41848342.4,28195557.2,27081887.9,13652785.2,2024-12-24,2026-12-24,included,
CATHAY PACIFIC,BERKSHIRE HATHAWAY,USA,USD,59371208.2,36082354.6,35088577.5,23288853.6,2024-11-14,2026-11-14,included,
SOUTHWEST AIRLINES,GENERALI,Italy,EUR,60736136.0,19047951.1,18206888.9,41688184.9,2024-12-12,2025-12-12,included,
EMIRATES AIRLINES,SCOR,USA,USD,32685980.2,27900102.9,27410650.4,4785877.3,2024-07-01,2026-07-01,included,
CHINA SOUTHERN,CHUBB,USA,USD,40780165.8,15036524.3,14723944.2,25743641.5,2024-07-12,2026-07-12,included,
EMIRATES AIRLINES,BERKSHIRE HATHAWAY,USA,USD,89090643.8,27431959.4,26422523.3,61658684.3,2024-10-12,2026-10-12,included,
CHINA EASTERN,SWISS RE,Switzerland,CHF,34368632.1,6379459.1,6141431.9,27989173.0,2024-08-25,2026-08-25,included,
LUFTHANSA GROUP,ZURICH,USA,USD,31487574.8,2609656.6,2482341.9,28877918.3,2024-09-19,2025-09-19,included,
JAPAN AIRLINES,HANNOVER RE,UK,GBP,10047367.7,873519.0,849751.2,9173848.7,2024-05-28,2026-05-28,included,
JAPAN AIRLINES,MUNICH RE,Germany,EUR,10278136.2,6446167.3,6306910.1,3831968.9,2024-12-29,2026-12-29,included,
AMERICAN AIRLINES,CHUBB,Singapore,SGD,51035156.4,27636298.1,27346137.7,23398858.3,2024-03-29,2025-03-29,included,
BRITISH AIRWAYS,SCOR,UK,GBP,34581512.2,29930063.7,28444229.3,4651448.5,2024-05-18,2025-05-18,included,
DELTA AIR LINES,ZURICH,Switzerland,CHF,83726719.2,23509007.0,22403815.6,60217712.1,2024-12-07,2026-12-07,included,
SINGAPORE AIRLINES,ZURICH,UK,GBP,60582610.0,33092162.5,32715279.6,27490447.5,2024-11-12,2025-11-12,included,
AMERICAN AIRLINES,ZURICH,Switzerland,CHF,44401274.1,20097984.8,19276688.7,24303289.3,2024-11-03,2026-11-03,included,
AIR FRANCE-KLM,SWISS RE,USA,USD,39443091.5,30148179.4,29239056.9,9294912.1,2024-04-16,2026-04-16,included,
TURKISH AIRLINES,SWISS RE,Switzerland,CHF,15715359.9,9271078.0,8833725.5,6444281.9,2024-10-08,2026-10-08,included,
KOREAN AIR,ZURICH,Germany,EUR,77420186.1,34462482.7,33067478.2,42957703.4,2024-07-25,2025-07-25,included,
MALAYSIA AIRLINES,ZURICH,Switzerland,CHF,27256107.9,14789751.4,14333814.2,12466356.4,2024-04-22,2025-04-22,included,
DELTA AIR LINES,AXA,France,EUR,36920616.1,30699896.3,29612067.3,6220719.8,2024-01-13,2026-01-12,included,
CATHAY PACIFIC,GENERALI,Austria,EUR,30614442.9,343316.5,338569.8,30271126.4,2024-01-08,2026-01-07,included,
ETIHAD AIRWAYS,SCOR,Germany,EUR,90487595.7,4979743.4,4916124.5,85507852.3,2024-11-01,2026-11-01,included,
LUFTHANSA GROUP,BERKSHIRE HATHAWAY,UK,GBP,61991956.8,35549334.6,35050391.6,26442622.2,2024-02-09,2025-02-08,included,
EASYJET,SCOR,USA,USD,63760975.3,29417834.8,28922867.6,34343140.5,2024-01-10,2026-01-09,included,
SPIRIT AIRLINES,HANNOVER RE,Germany,EUR,95056013.9,20564413.4,19988550.7,74491600.5,2024-05-17,2025-05-17,included,
RYANAIR,ZURICH,USA,USD,21432672.9,15391662.5,14753999.8,6041010.4,2024-01-03,2026-01-02,included,
EASYJET,AXA,USA,USD,10443349.3,603920.5,591602.1,9839428.8,2024-05-28,2025-05-28,excluded,Cyber Risk Exclusion
CHINA EASTERN,ZURICH,Switzerland,CHF,48937224.7,14080684.4,13542453.7,34856540.3,2024-01-27,2025-01-26,included,
UNITED AIRLINES,AXA,UK,GBP,16313917.0,12593072.7,12116291.5,3720844.3,2024-10-17,2026-10-17,included,
ETIHAD AIRWAYS,BERKSHIRE HATHAWAY,USA,USD,41054916.5,9189389.6,8786681.4,31865526.8,2024-11-25,2025-11-25,included,
ALASKA AIRLINES,BERKSHIRE HATHAWAY,USA,USD,79869851.1,5677493.2,5616376.8,74192357.9,2024-05-27,2026-05-27,excluded,Terrorism Exclusion
ETIHAD AIRWAYS,GENERALI,Austria,EUR,58238575.7,41695752.9,39792240.9,16542822.8,2024-07-25,2026-07-25,included,
BRITISH AIRWAYS,SWISS RE,Germany,EUR,45976331.8,39885494.8,38905131.5,6090837.0,2024-09-17,2026-09-17,included,
SPIRIT AIRLINES,HANNOVER RE,USA,USD,66567347.6,14664443.7,14197747.4,51902903.9,2024-10-31,2025-10-31,included,
UNITED AIRLINES,SCOR,France,EUR,68877315.2,49830352.3,48729011.5,19046962.9,2024-10-27,2026-10-27,included,
ANA (ALL NIPPON AIRWAYS),MUNICH RE,Singapore,SGD,48398153.5,1165012.3,1127240.8,47233141.1,2024-05-28,2025-05-28,included,
CHINA EASTERN,BERKSHIRE HATHAWAY,Switzerland,CHF,65760499.4,40061770.0,38707939.1,25698729.4,2024-07-08,2025-07-08,included,
ANA (ALL NIPPON AIRWAYS),CHUBB,USA,USD,91203884.0,29167475.3,28237992.1,62036408.7,2024-10-22,2025-10-22,included,
VIRGIN ATLANTIC,MUNICH RE,UK,GBP,13678027.3,2249093.7,2181472.8,11428933.5,2024-07-27,2026-07-27,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,Germany,EUR,24235973.3,5345901.1,5084131.4,18890072.2,2024-11-21,2025-11-21,included,
AIR CANADA,GENERALI,France,EUR,17697825.6,7654315.3,7458494.5,10043510.3,2024-11-21,2026-11-21,included,
ANA (ALL NIPPON AIRWAYS),MUNICH RE,UK,GBP,63133459.1,22394673.3,21566832.7,40738785.9,2024-08-23,2026-08-23,included,
ANA (ALL NIPPON AIRWAYS),SCOR,France,EUR,39966805.4,31462004.2,30415850.6,8504801.2,2024-10-21,2026-10-21,excluded,Pandemic Exclusion
RYANAIR,BERKSHIRE HATHAWAY,Switzerland,CHF,93559891.9,5554160.6,5414909.4,88005731.3,2024-01-09,2026-01-08,included,
DELTA AIR LINES,MUNICH RE,USA,USD,41642593.9,3996893.2,3807380.3,37645700.7,2024-06-26,2026-06-26,included,
SPIRIT AIRLINES,CHUBB,Switzerland,CHF,74984784.2,45901448.7,44384737.6,29083335.5,2024-10-04,2025-10-04,included,
AIR CHINA,ALLIANZ,Austria,EUR,89665267.7,6872266.8,6550699.8,82793000.9,2024-08-16,2025-08-16,included,
QATAR AIRWAYS,ZURICH,USA,USD,62505900.9,30774084.9,30424293.6,31731816.0,2024-10-03,2026-10-03,included,
AIR FRANCE-KLM,HANNOVER RE,USA,USD,94829753.5,63917254.9,61932324.6,30912498.6,2024-02-01,2025-01-31,included,
ETIHAD AIRWAYS,BERKSHIRE HATHAWAY,Germany,EUR,71012594.2,56805457.3,55004652.1,14207136.9,2024-06-16,2025-06-16,included,
DELTA AIR LINES,SWISS RE,Switzerland,CHF,28197118.5,8966788.5,8670049.3,19230329.9,2024-08-04,2026-08-04,included,
MALAYSIA AIRLINES,ALLIANZ,Austria,EUR,15524189.4,2791296.7,2756287.4,12732892.6,2024-06-10,2025-06-10,included,
ANA (ALL NIPPON AIRWAYS),SCOR,Germany,EUR,23255911.7,2691865.0,2634218.7,20564046.7,2024-12-13,2026-12-13,included,
AIR CHINA,SCOR,UK,GBP,88426709.2,10072206.0,9697152.2,78354503.2,2024-09-04,2025-09-04,included,
CHINA SOUTHERN,HANNOVER RE,UK,GBP,29581784.7,19398340.7,18799606.4,10183444.0,2024-10-17,2026-10-17,included,
AIR CANADA,ZURICH,UK,GBP,61029979.0,1536612.8,1486461.3,59493366.1,2024-01-22,2025-01-21,included,
JAPAN AIRLINES,SCOR,USA,USD,69145397.0,56680384.2,54511049.4,12465012.8,2024-03-14,2025-03-14,included,
CHINA EASTERN,SCOR,USA,USD,58534341.5,17698172.0,17332433.1,40836169.6,2024-06-05,2026-06-05,included,
RYANAIR,SCOR,Germany,EUR,81730881.9,51702999.4,50558941.1,30027882.5,2024-08-22,2026-08-22,included,
SAUDI ARABIAN AIRLINES,HANNOVER RE,Germany,EUR,63683902.7,33028847.6,31755047.5,30655055.2,2024-10-08,2026-10-08,excluded,War Risk Exclusion
ALASKA AIRLINES,MUNICH RE,UK,GBP,37839619.2,17206464.9,16796245.6,20633154.3,2024-03-25,2026-03-25,excluded,Cyber Risk Exclusion
ETIHAD AIRWAYS,MUNICH RE,UK,GBP,91777118.2,5905522.5,5658487.0,85871595.7,2024-06-15,2026-06-15,included,
KOREAN AIR,ALLIANZ,Switzerland,CHF,60111508.0,24956108.3,24159490.0,35155399.7,2024-06-27,2026-06-27,excluded,Nuclear Risk Exclusion
FRONTIER AIRLINES,GENERALI,France,EUR,33445374.5,26163197.7,24863694.8,7282176.8,2024-01-08,2026-01-07,included,
TURKISH AIRLINES,ZURICH,UK,GBP,11114815.4,4067049.1,3884371.9,7047766.3,2024-04-08,2025-04-08,included,
THAI AIRWAYS,ALLIANZ,Austria,EUR,46265405.5,15736541.3,15166965.7,30528864.2,2024-02-11,2025-02-10,excluded,Nuclear Risk Exclusion
UNITED AIRLINES,SCOR,UK,GBP,60895083.0,44377053.4,43056501.3,16518029.5,2024-08-04,2025-08-04,included,
BRITISH AIRWAYS,SCOR,Germany,EUR,53137337.6,22175970.1,21083614.8,30961367.5,2024-03-11,2026-03-11,included,
SOUTHWEST AIRLINES,HANNOVER RE,France,EUR,55994223.3,10678990.7,10543772.1,45315232.6,2024-12-23,2026-12-23,included,
SPIRIT AIRLINES,GENERALI,Germany,EUR,21579731.1,15302515.9,14634382.0,6277215.2,2024-07-30,2025-07-30,excluded,Cyber Risk Exclusion
VIRGIN ATLANTIC,GENERALI,Austria,EUR,36654294.2,23386955.6,22898986.9,13267338.6,2024-04-05,2026-04-05,included,
AIR CHINA,GENERALI,Austria,EUR,69551845.7,37966733.3,36568917.5,31585112.5,2024-04-16,2026-04-16,included,
SPIRIT AIRLINES,GENERALI,Austria,EUR,91229733.3,5457081.4,5313376.0,85772651.8,2024-06-06,2025-06-06,included,
FRONTIER AIRLINES,MUNICH RE,Germany,EUR,93998935.4,57248041.1,55856479.5,36750894.3,2024-06-28,2025-06-28,included,
ALASKA AIRLINES,CHUBB,Singapore,SGD,96059464.2,25836092.3,25417988.2,70223371.8,2024-11-27,2026-11-27,excluded,Pandemic Exclusion
EASYJET,ALLIANZ,Germany,EUR,38536592.8,7244152.7,7144704.6,31292440.1,2024-08-29,2025-08-29,excluded,War Risk Exclusion
ETIHAD AIRWAYS,ALLIANZ,Switzerland,CHF,48761192.2,1778031.7,1737113.6,46983160.5,2024-12-15,2026-12-15,included,
EMIRATES AIRLINES,ZURICH,Switzerland,CHF,25959387.4,3121221.5,2979865.2,22838165.9,2024-01-05,2025-01-04,excluded,Cyber Risk Exclusion
JAPAN AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,59976413.4,43952377.1,42247323.0,16024036.3,2024-05-21,2025-05-21,included,
CHINA EASTERN,HANNOVER RE,France,EUR,27723706.5,7158223.0,6831039.1,20565483.6,2024-10-02,2025-10-02,included,
LUFTHANSA GROUP,ZURICH,Switzerland,CHF,56175043.4,34493745.7,33775927.5,21681297.7,2024-03-11,2025-03-11,excluded,Nuclear Risk Exclusion
BRITISH AIRWAYS,SCOR,France,EUR,41335113.3,32774996.4,31386215.4,8560116.8,2024-06-08,2025-06-08,included,
THAI AIRWAYS,ZURICH,Germany,EUR,16571859.5,13315925.6,12928125.0,3255933.9,2024-04-05,2026-04-05,included,
AMERICAN AIRLINES,HANNOVER RE,France,EUR,63180365.8,4681421.9,4534181.4,58498943.9,2024-12-01,2026-12-01,excluded,War Risk Exclusion
MALAYSIA AIRLINES,SCOR,France,EUR,26093751.9,10925524.8,10691323.1,15168227.1,2024-05-03,2025-05-03,included,
AIR CHINA,BERKSHIRE HATHAWAY,UK,GBP,66839153.7,1465537.1,1446476.3,65373616.6,2024-01-14,2025-01-13,included,
AIR CHINA,AXA,UK,GBP,88101720.5,68605966.8,66315354.4,19495753.7,2024-05-18,2025-05-18,included,
UNITED AIRLINES,BERKSHIRE HATHAWAY,Switzerland,CHF,53269345.8,45439496.1,43892115.3,7829849.7,2024-10-29,2026-10-29,included,
ETIHAD AIRWAYS,MUNICH RE,UK,GBP,28132441.9,21325264.3,20709216.7,6807177.5,2024-01-25,2025-01-24,included,
BRITISH AIRWAYS,SCOR,Germany,EUR,58409436.9,9807680.9,9662074.7,48601756.0,2024-07-10,2026-07-10,included,
CHINA SOUTHERN,SWISS RE,USA,USD,30423204.4,22066195.0,21184260.2,8357009.4,2024-04-05,2025-04-05,included,
THAI AIRWAYS,ZURICH,Switzerland,CHF,20690730.9,6412283.4,6297916.0,14278447.5,2024-11-25,2026-11-25,included,
KOREAN AIR,MUNICH RE,USA,USD,21428938.0,4375553.6,4253589.3,17053384.4,2024-12-25,2025-12-25,excluded,Pandemic Exclusion
BRITISH AIRWAYS,AXA,UK,GBP,97603816.2,18222680.9,17543519.6,79381135.3,2024-08-11,2026-08-11,included,
ANA (ALL NIPPON AIRWAYS),AXA,Germany,EUR,52098782.3,14581942.7,14297972.8,37516839.6,2024-10-09,2025-10-09,included,
EMIRATES AIRLINES,ALLIANZ,USA,USD,37866665.6,5379320.3,5259628.9,32487345.4,2024-07-20,2025-07-20,excluded,Nuclear Risk Exclusion
CATHAY PACIFIC,HANNOVER RE,USA,USD,95676474.7,21001554.5,20737108.4,74674920.3,2024-06-03,2025-06-03,included,
AIR CANADA,GENERALI,Italy,EUR,33982267.3,1970307.9,1909614.5,32011959.4,2024-10-30,2026-10-30,included,
SAUDI ARABIAN AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,61269970.8,39958696.8,38167734.6,21311274.1,2024-06-27,2025-06-27,included,
JETBLUE AIRWAYS,SWISS RE,USA,USD,50482015.9,39350702.5,37688994.6,11131313.4,2024-07-03,2026-07-03,included,
DELTA AIR LINES,ALLIANZ,USA,USD,34183599.0,17102523.9,16914815.5,17081075.1,2024-04-18,2025-04-18,included,
RYANAIR,BERKSHIRE HATHAWAY,Switzerland,CHF,44304532.0,22507613.0,22134396.9,21796919.0,2024-11-30,2025-11-30,excluded,Pandemic Exclusion
BRITISH AIRWAYS,HANNOVER RE,USA,USD,26966123.8,2562207.4,2472390.7,24403916.5,2024-04-07,2025-04-07,excluded,Nuclear Risk Exclusion
MALAYSIA AIRLINES,SCOR,USA,USD,16365319.4,11966037.0,11802865.3,4399282.5,2024-11-22,2026-11-22,included,
AIR CHINA,SCOR,UK,GBP,39116811.1,3864253.1,3760188.1,35252558.1,2024-05-29,2026-05-29,included,
AIR CANADA,CHUBB,Singapore,SGD,36518842.2,23461979.4,23023514.9,13056862.7,2024-08-12,2025-08-12,included,
AIR CHINA,CHUBB,USA,USD,19250627.3,10057133.2,9935594.1,9193494.1,2024-11-24,2025-11-24,included,
ALASKA AIRLINES,SWISS RE,USA,USD,12785894.6,11453333.8,11032378.4,1332560.8,2024-10-03,2026-10-03,included,
CATHAY PACIFIC,ZURICH,Switzerland,CHF,95949210.0,20257733.0,19888126.6,75691477.1,2024-04-10,2025-04-10,included,
THAI AIRWAYS,MUNICH RE,UK,GBP,19114743.5,13945886.1,13625341.3,5168857.4,2024-05-02,2026-05-02,included,
SPIRIT AIRLINES,AXA,USA,USD,28005104.8,355847.2,345247.1,27649257.6,2024-01-11,2025-01-10,included,
BRITISH AIRWAYS,ZURICH,USA,USD,95808761.5,34286013.8,32820759.5,61522747.7,2024-07-17,2026-07-17,included,
EASYJET,HANNOVER RE,Germany,EUR,93922230.2,11942221.1,11507194.7,81980009.1,2024-11-17,2026-11-17,excluded,Nuclear Risk Exclusion
EASYJET,AXA,USA,USD,49784364.8,4046523.5,3897200.5,45737841.3,2024-12-09,2025-12-09,included,
RYANAIR,MUNICH RE,UK,GBP,53214732.4,43163271.8,41023108.0,10051460.6,2024-09-23,2025-09-23,excluded,Nuclear Risk Exclusion
AMERICAN AIRLINES,CHUBB,USA,USD,27385594.5,24020825.1,23536814.6,3364769.4,2024-04-27,2026-04-27,included,
SAUDI ARABIAN AIRLINES,ALLIANZ,Austria,EUR,61762101.7,6887757.3,6549880.9,54874344.4,2024-11-29,2026-11-29,included,
CHINA SOUTHERN,GENERALI,Austria,EUR,11982013.4,7958033.5,7745769.4,4023979.9,2024-12-27,2025-12-27,included,
JAPAN AIRLINES,SWISS RE,USA,USD,68809666.5,43117694.0,41360996.4,25691972.4,2024-06-25,2026-06-25,included,
ETIHAD AIRWAYS,BERKSHIRE HATHAWAY,Germany,EUR,80995266.4,28357034.1,27613155.0,52638232.3,2024-03-10,2026-03-10,excluded,Pandemic Exclusion
LUFTHANSA GROUP,GENERALI,Austria,EUR,15674914.2,7048468.2,6924593.8,8626446.0,2024-05-29,2026-05-29,included,
SPIRIT AIRLINES,ZURICH,Germany,EUR,72259442.1,16806899.8,16279350.4,55452542.3,2024-12-08,2026-12-08,included,
EASYJET,GENERALI,Italy,EUR,70344773.5,36368921.0,34641509.7,33975852.5,2024-03-29,2026-03-29,included,
CHINA SOUTHERN,CHUBB,Switzerland,CHF,56573564.4,33712287.3,32082728.3,22861277.2,2024-11-13,2026-11-13,excluded,Cyber Risk Exclusion
SOUTHWEST AIRLINES,HANNOVER RE,Germany,EUR,99900923.7,36496134.6,35376226.4,63404789.2,2024-08-01,2026-08-01,included,
KOREAN AIR,SWISS RE,Switzerland,CHF,41717254.2,31683524.4,31149595.8,10033729.7,2024-11-29,2025-11-29,included,
QATAR AIRWAYS,AXA,USA,USD,13050730.4,10747509.5,10503231.9,2303220.9,2024-05-10,2026-05-10,excluded,War Risk Exclusion
JAPAN AIRLINES,ZURICH,UK,GBP,36406596.7,19567469.1,18854331.7,16839127.6,2024-04-18,2026-04-18,included,
SPIRIT AIRLINES,AXA,France,EUR,25583898.2,22015960.3,21240578.1,3567937.9,2024-07-12,2025-07-12,included,
LUFTHANSA GROUP,MUNICH RE,Singapore,SGD,31804175.1,25480048.1,24358033.9,6324127.0,2024-02-23,2026-02-22,included,
SOUTHWEST AIRLINES,ALLIANZ,USA,USD,37223211.3,26057697.1,25062191.6,11165514.2,2024-08-21,2026-08-21,included,
JAPAN AIRLINES,ZURICH,USA,USD,15128716.1,9219621.9,8840942.7,5909094.2,2024-11-15,2026-11-15,included,
UNITED AIRLINES,BERKSHIRE HATHAWAY,UK,GBP,98907283.7,23903029.0,22878914.3,75004254.7,2024-01-17,2026-01-16,included,
AIR FRANCE-KLM,BERKSHIRE HATHAWAY,Switzerland,CHF,85810684.4,20567140.4,20104238.7,65243543.9,2024-06-08,2026-06-08,excluded,Cyber Risk Exclusion
AMERICAN AIRLINES,SWISS RE,Switzerland,CHF,66316607.8,2264599.7,2213947.2,64052008.1,2024-10-29,2026-10-29,included,
QATAR AIRWAYS,SWISS RE,Switzerland,CHF,43228349.0,23829270.1,23450140.9,19399078.9,2024-05-11,2026-05-11,included,
CHINA EASTERN,CHUBB,Switzerland,CHF,70219574.1,56342219.1,55633903.0,13877355.0,2024-03-15,2026-03-15,included,
AIR CANADA,SCOR,UK,GBP,63303993.2,9080689.5,8937139.6,54223303.7,2024-09-22,2025-09-22,excluded,Terrorism Exclusion
SPIRIT AIRLINES,HANNOVER RE,Germany,EUR,51770842.4,11819152.0,11535905.0,39951690.4,2024-07-22,2026-07-22,included,
ETIHAD AIRWAYS,SWISS RE,Germany,EUR,60367253.0,46926719.5,46243792.8,13440533.5,2024-07-02,2025-07-02,included,
CHINA SOUTHERN,ALLIANZ,USA,USD,39553377.7,34483137.9,33533503.8,5070239.7,2024-09-08,2025-09-08,included,
VIRGIN ATLANTIC,ZURICH,USA,USD,23446856.2,288654.6,280831.9,23158201.6,2024-02-16,2025-02-15,included,
VIRGIN ATLANTIC,AXA,Germany,EUR,72458177.8,61335324.2,58791626.4,11122853.6,2024-04-25,2025-04-25,included,
DELTA AIR LINES,HANNOVER RE,Germany,EUR,83174925.8,42877611.8,41703316.5,40297314.1,2024-09-30,2026-09-30,excluded,War Risk Exclusion
LUFTHANSA GROUP,SCOR,USA,USD,95969026.3,84588442.1,81546100.7,11380584.3,2024-04-03,2026-04-03,included,
JAPAN AIRLINES,AXA,USA,USD,59163010.9,10229782.9,9991593.2,48933228.0,2024-02-22,2025-02-21,excluded,Cyber Risk Exclusion
VIRGIN ATLANTIC,BERKSHIRE HATHAWAY,Germany,EUR,78278199.0,65081515.5,62050110.9,13196683.4,2024-02-21,2025-02-20,included,
EMIRATES AIRLINES,ZURICH,Switzerland,CHF,40298328.0,6788705.5,6603800.3,33509622.5,2024-01-11,2026-01-10,excluded,War Risk Exclusion
KOREAN AIR,GENERALI,France,EUR,86054828.3,74835023.6,71737044.5,11219804.7,2024-09-09,2025-09-09,included,
CATHAY PACIFIC,BERKSHIRE HATHAWAY,Germany,EUR,30143527.6,1448838.2,1417758.9,28694689.4,2024-12-05,2026-12-05,included,
JAPAN AIRLINES,MUNICH RE,Singapore,SGD,31573997.2,23772131.1,22916541.6,7801866.1,2024-09-01,2026-09-01,included,
SINGAPORE AIRLINES,ZURICH,USA,USD,81805431.1,60142230.2,58969386.2,21663200.9,2024-07-09,2026-07-09,included,
RYANAIR,ALLIANZ,Germany,EUR,98838103.7,67037651.1,65137623.4,31800452.6,2024-12-19,2025-12-19,included,
MALAYSIA AIRLINES,ALLIANZ,Germany,EUR,28583985.7,11374428.5,11217349.0,17209557.2,2024-03-24,2026-03-24,excluded,Cyber Risk Exclusion
VIRGIN ATLANTIC,ZURICH,UK,GBP,39932009.7,2083079.7,1993260.8,37848930.0,2024-08-20,2025-08-20,included,
QATAR AIRWAYS,ALLIANZ,Austria,EUR,44671025.9,3135575.2,3026874.9,41535450.7,2024-01-21,2026-01-20,included,
SOUTHWEST AIRLINES,CHUBB,Switzerland,CHF,74499519.7,23173481.1,22513031.1,51326038.6,2024-04-20,2026-04-20,included,
KOREAN AIR,ZURICH,USA,USD,13777835.1,8055185.3,7926709.1,5722649.8,2024-08-04,2025-08-04,included,
BRITISH AIRWAYS,CHUBB,Switzerland,CHF,10464222.5,7576710.8,7458756.4,2887511.7,2024-07-31,2025-07-31,included,
VIRGIN ATLANTIC,SCOR,France,EUR,36424181.2,29240008.7,27858759.4,7184172.5,2024-04-24,2025-04-24,included,
JETBLUE AIRWAYS,SCOR,UK,GBP,24465557.4,8970958.9,8651352.4,15494598.5,2024-11-18,2025-11-18,excluded,War Risk Exclusion
THAI AIRWAYS,MUNICH RE,USA,USD,44183632.7,6317024.6,6060362.6,37866608.1,2024-05-31,2025-05-31,included,
AIR CHINA,MUNICH RE,UK,GBP,56083279.0,21452187.3,20677939.4,34631091.6,2024-01-30,2026-01-29,included,
AIR CHINA,MUNICH RE,USA,USD,55258549.1,5990346.3,5900067.3,49268202.8,2024-03-23,2025-03-23,included,
SINGAPORE AIRLINES,BERKSHIRE HATHAWAY,USA,USD,91854305.4,6472201.3,6226845.2,85382104.1,2024-02-27,2025-02-26,included,
ALASKA AIRLINES,AXA,USA,USD,88511251.1,76065142.0,75024016.5,12446109.1,2024-10-07,2026-10-07,included,
FRONTIER AIRLINES,SCOR,UK,GBP,55102702.1,99107.9,97549.9,55003594.2,2024-07-30,2025-07-30,included,
LUFTHANSA GROUP,ALLIANZ,Switzerland,CHF,92293193.4,49694088.1,48901006.7,42599105.3,2024-12-20,2025-12-20,included,
ALASKA AIRLINES,MUNICH RE,UK,GBP,42004809.3,7024341.3,6801277.0,34980468.0,2024-06-06,2026-06-06,included,
FRONTIER AIRLINES,ZURICH,Switzerland,CHF,17670958.1,15776809.5,15152375.2,1894148.6,2024-09-12,2025-09-12,included,
SAUDI ARABIAN AIRLINES,GENERALI,France,EUR,76649332.9,35969025.4,35472382.6,40680307.5,2024-09-01,2025-09-01,included,
BRITISH AIRWAYS,CHUBB,Singapore,SGD,18954697.4,6811097.2,6523475.1,12143600.3,2024-07-06,2025-07-06,included,
AIR FRANCE-KLM,MUNICH RE,Germany,EUR,90934636.1,11561540.7,11404791.8,79373095.4,2024-06-10,2025-06-10,included,
BRITISH AIRWAYS,ALLIANZ,Germany,EUR,77163087.3,66309257.3,63196968.5,10853830.0,2024-09-11,2026-09-11,included,
DELTA AIR LINES,BERKSHIRE HATHAWAY,UK,GBP,71874748.1,30061982.2,29124180.2,41812765.8,2024-04-28,2026-04-28,included,
VIRGIN ATLANTIC,BERKSHIRE HATHAWAY,UK,GBP,27499967.7,14531893.0,14347599.5,12968074.6,2024-11-24,2025-11-24,excluded,Terrorism Exclusion
AIR CANADA,SCOR,France,EUR,22905371.7,17867550.1,17010974.9,5037821.7,2024-10-14,2026-10-14,included,
ANA (ALL NIPPON AIRWAYS),ALLIANZ,USA,USD,22881639.2,1400066.2,1385676.4,21481573.0,2024-05-02,2025-05-02,included,
DELTA AIR LINES,AXA,USA,USD,52106587.0,14509932.1,13806598.0,37596654.9,2024-01-28,2025-01-27,included,
SINGAPORE AIRLINES,ALLIANZ,Austria,EUR,80681717.0,72234037.0,68896234.1,8447680.0,2024-10-26,2026-10-26,included,
AIR FRANCE-KLM,ALLIANZ,Switzerland,CHF,53467699.4,36917068.4,35354944.2,16550631.0,2024-10-18,2025-10-18,excluded,War Risk Exclusion
LUFTHANSA GROUP,ALLIANZ,Germany,EUR,90707016.0,46297252.3,44979991.4,44409763.7,2024-01-21,2026-01-20,included,
QATAR AIRWAYS,ZURICH,Germany,EUR,22815947.5,13868572.6,13665262.2,8947374.8,2024-08-15,2026-08-15,included,
AMERICAN AIRLINES,ALLIANZ,Germany,EUR,97358463.6,70741685.6,67606134.9,26616778.0,2024-05-29,2025-05-29,included,
ANA (ALL NIPPON AIRWAYS),BERKSHIRE HATHAWAY,Switzerland,CHF,38766620.3,25309119.0,24696269.0,13457501.4,2024-05-30,2025-05-30,excluded,Cyber Risk Exclusion
SPIRIT AIRLINES,SCOR,Germany,EUR,70067425.5,22212808.7,21621325.2,47854616.8,2024-07-16,2026-07-16,included,
